seq,time_ms,state,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_hpa,altitude_m,batt_mv,gps_fix,lat_deg,lon_deg,crc16
627,62700,DESCENT,-0.002,0.019,0.839,0.034,1.148,0.025,1006.25,58.43,8150,1,34.000940,-81.000752,DD35
628,62800,DESCENT,0.002,0.019,0.837,0.029,1.101,-0.014,1006.43,56.96,8149,1,34.000942,-81.000754,2621
629,62900,DESCENT,0.010,0.023,0.819,-0.018,1.109,-0.028,1006.60,55.51,8149,1,34.000943,-81.000755,8707
630,63000,DESCENT,0.004,0.024,0.826,-0.079,1.063,-0.038,1006.77,54.08,8148,1,34.000945,-81.000756,DB89
631,63100,DESCENT,-0.001,0.015,0.867,-0.120,1.050,-0.087,1006.94,52.66,8148,1,34.000946,-81.000757,303E
632,63200,DESCENT,0.007,0.011,0.866,-0.197,1.068,-0.079,1007.11,51.26,8148,1,34.000948,-81.000758,C227
633,63300,DESCENT,-0.001,0.020,0.882,-0.196,1.106,-0.122,1007.27,49.87,8147,1,34.000949,-81.000760,F8DC
634,63400,DESCENT,0.009,0.012,0.853,-0.340,1.069,-0.075,1007.44,48.50,8147,1,34.000951,-81.000761,BF00
635,63500,DESCENT,0.001,0.010,0.888,-0.307,1.110,-0.173,1007.60,47.14,8146,1,34.000952,-81.000762,7AD7
636,63600,DESCENT,0.013,0.009,0.891,-0.356,1.026,-0.118,1007.76,45.80,8146,1,34.000954,-81.000763,2673
637,63700,DESCENT,0.008,0.010,0.885,-0.463,1.010,-0.176,1007.92,44.48,8146,1,34.000956,-81.000764,29A9
638,63800,DESCENT,0.010,0.014,0.870,-0.459,1.014,-0.232,1008.08,43.17,8145,1,34.000957,-81.000766,178D
639,63900,DESCENT,0.007,0.017,0.878,-0.546,0.998,-0.236,1008.23,41.88,8145,1,34.000959,-81.000767,92B8
640,64000,DESCENT,0.011,0.015,0.903,-0.631,0.948,-0.207,1008.38,40.61,8144,1,34.000960,-81.000768,C54F
641,64100,DESCENT,0.022,0.005,0.903,-0.656,1.002,-0.215,1008.53,39.35,8144,1,34.000962,-81.000769,8CBC
642,64200,DESCENT,0.016,0.015,0.897,-0.663,0.895,-0.297,1008.68,38.11,8144,1,34.000963,-81.000770,A188
643,64300,DESCENT,0.019,0.019,0.904,-0.721,0.939,-0.269,1008.83,36.88,8143,1,34.000965,-81.000772,5003
644,64400,DESCENT,0.015,0.016,0.895,-0.748,0.886,-0.353,1008.97,35.68,8143,1,34.000966,-81.000773,0E1D
645,64500,DESCENT,0.029,0.009,0.904,-0.802,0.913,-0.285,1009.11,34.49,8142,1,34.000968,-81.000774,06F9
646,64600,DESCENT,0.027,0.006,0.903,-0.920,0.844,-0.350,1009.25,33.31,8142,1,34.000969,-81.000775,492D
647,64700,DESCENT,0.013,0.000,0.891,-0.911,0.795,-0.392,1009.39,32.16,8142,1,34.000971,-81.000776,7F7F
648,64800,DESCENT,0.030,0.001,0.914,-0.954,0.765,-0.410,1009.53,31.02,8141,1,34.000972,-81.000778,8ED9
649,64900,DESCENT,0.025,0.007,0.897,-1.015,0.703,-0.434,1009.66,29.91,8141,1,34.000974,-81.000779,60CF
650,65000,DESCENT,0.025,-0.003,0.911,-1.046,0.676,-0.438,1009.79,28.80,8140,1,34.000975,-81.000780,886D
651,65100,DESCENT,0.011,0.001,0.882,-1.081,0.689,-0.417,1009.92,27.72,8140,1,34.000977,-81.000781,D05A
652,65200,DESCENT,0.015,-0.006,0.910,-1.094,0.611,-0.457,1010.05,26.66,8140,1,34.000978,-81.000782,2EEF
653,65300,DESCENT,0.026,-0.000,0.874,-1.110,0.566,-0.513,1010.18,25.61,8139,1,34.000979,-81.000784,E98A
654,65400,DESCENT,0.008,-0.009,0.891,-1.183,0.524,-0.448,1010.30,24.59,8139,1,34.000981,-81.000785,B6E7
655,65500,DESCENT,0.011,-0.007,0.897,-1.171,0.564,-0.517,1010.42,23.58,8138,1,34.000982,-81.000786,B4D5
656,65600,DESCENT,0.025,-0.003,0.863,-1.187,0.466,-0.486,1010.54,22.59,8138,1,34.000984,-81.000787,864C
657,65700,DESCENT,0.006,-0.004,0.868,-1.284,0.427,-0.503,1010.66,21.62,8138,1,34.000985,-81.000788,6CEB
658,65800,DESCENT,0.021,0.002,0.871,-1.286,0.412,-0.584,1010.77,20.67,8137,1,34.000987,-81.000790,0C59
659,65900,DESCENT,0.016,-0.010,0.845,-1.347,0.327,-0.555,1010.88,19.74,8137,1,34.000988,-81.000791,C35D
660,66000,DESCENT,0.015,-0.002,0.871,-1.309,0.373,-0.586,1010.99,18.82,8136,1,34.000990,-81.000792,669A
661,66100,DESCENT,0.015,-0.014,0.846,-1.333,0.243,-0.575,1011.10,17.93,8136,1,34.000991,-81.000793,9B06
662,66200,DESCENT,0.017,-0.014,0.856,-1.400,0.283,-0.644,1011.20,17.06,8136,1,34.000993,-81.000794,44BA
663,66300,DESCENT,0.016,-0.008,0.856,-1.439,0.169,-0.640,1011.31,16.21,8135,1,34.000994,-81.000796,71B1
664,66400,DESCENT,0.002,-0.004,0.802,-1.437,0.157,-0.600,1011.40,15.37,8135,1,34.000996,-81.000797,4B70
665,66500,DESCENT,0.012,-0.008,0.820,-1.400,0.161,-0.628,1011.50,14.56,8134,1,34.000997,-81.000798,FFDE
666,66600,DESCENT,0.012,-0.007,0.827,-1.412,0.036,-0.646,1011.60,13.77,8134,1,34.000999,-81.000799,A368
667,66700,DESCENT,-0.004,-0.017,0.800,-1.478,-0.008,-0.704,1011.69,13.00,8134,1,34.001001,-81.000800,704B
668,66800,DESCENT,-0.003,-0.004,0.795,-1.510,-0.014,-0.682,1011.78,12.25,8133,1,34.001002,-81.000802,6F2B
669,66900,DESCENT,0.008,-0.009,0.783,-1.445,-0.086,-0.704,1011.87,11.52,8133,1,34.001004,-81.000803,01BF
670,67000,DESCENT,-0.007,-0.007,0.770,-1.457,-0.144,-0.648,1011.95,10.81,8132,1,34.001005,-81.000804,779F
671,67100,DESCENT,0.001,-0.018,0.766,-1.486,-0.110,-0.679,1012.04,10.12,8132,1,34.001007,-81.000805,0EFC
672,67200,DESCENT,-0.002,-0.016,0.777,-1.478,-0.225,-0.737,1012.12,9.45,8132,1,34.001008,-81.000806,B291
673,67300,DESCENT,-0.011,-0.016,0.758,-1.547,-0.263,-0.747,1012.19,8.81,8131,1,34.001010,-81.000808,00E4
674,67400,DESCENT,-0.006,-0.014,0.748,-1.545,-0.307,-0.702,1012.27,8.18,8131,1,34.001011,-81.000809,D9BB
675,67500,DESCENT,-0.006,-0.009,0.751,-1.527,-0.353,-0.744,1012.34,7.58,8130,1,34.001013,-81.000810,1D0A
676,67600,DESCENT,-0.019,-0.019,0.790,-1.541,-0.349,-0.780,1012.41,7.00,8130,1,34.001014,-81.000811,F2CC
677,67700,DESCENT,-0.015,-0.027,0.741,-1.519,-0.383,-0.734,1012.48,6.44,8130,1,34.001016,-81.000812,0604
678,67800,DESCENT,-0.007,-0.026,0.782,-1.431,-0.449,-0.799,1012.54,5.91,8129,1,34.001017,-81.000814,DA6C
679,67900,DESCENT,-0.008,-0.012,0.760,-1.446,-0.520,-0.790,1012.60,5.39,8129,1,34.001019,-81.000815,EAED
680,68000,DESCENT,-0.024,-0.024,0.771,-1.429,-0.509,-0.723,1012.66,4.90,8128,1,34.001020,-81.000816,45CD
681,68100,DESCENT,-0.025,-0.009,0.737,-1.446,-0.532,-0.756,1012.72,4.43,8128,1,34.001022,-81.000817,90EC
682,68200,DESCENT,-0.017,-0.018,0.775,-1.398,-0.558,-0.815,1012.77,3.98,8128,1,34.001023,-81.000818,FA78
683,68300,DESCENT,-0.023,-0.017,0.749,-1.392,-0.646,-0.736,1012.82,3.56,8127,1,34.001024,-81.000820,A5F7
684,68400,DESCENT,-0.012,-0.020,0.772,-1.346,-0.685,-0.830,1012.87,3.16,8127,1,34.001026,-81.000821,B804
685,68500,DESCENT,-0.026,-0.014,0.774,-1.347,-0.681,-0.816,1012.92,2.78,8126,1,34.001027,-81.000822,4808
686,68600,DESCENT,-0.013,-0.018,0.754,-1.310,-0.751,-0.836,1012.96,2.43,8126,1,34.001029,-81.000823,85C7
687,68700,DESCENT,-0.019,-0.017,0.748,-1.304,-0.759,-0.827,1013.00,2.10,8126,1,34.001030,-81.000824,1C14
688,68800,DESCENT,-0.015,-0.023,0.791,-1.277,-0.817,-0.826,1013.03,1.79,8125,1,34.001032,-81.000826,5348
689,68900,DESCENT,-0.017,-0.018,0.784,-1.244,-0.810,-0.771,1013.07,1.51,8125,1,34.001033,-81.000827,E11E
690,69000,DESCENT,-0.027,-0.018,0.786,-1.261,-0.868,-0.829,1013.10,1.25,8124,1,34.001035,-81.000828,AC48
691,69100,DESCENT,-0.017,-0.015,0.795,-1.227,-0.872,-0.813,1013.13,1.01,8124,1,34.001036,-81.000829,5B63
692,69200,DESCENT,-0.014,-0.024,0.794,-1.166,-0.925,-0.796,1013.15,0.80,8124,1,34.001038,-81.000830,927B
693,69300,DESCENT,-0.018,-0.008,0.776,-1.105,-0.902,-0.820,1013.18,0.62,8123,1,34.001039,-81.000832,6089
694,69400,DESCENT,-0.019,-0.006,0.817,-1.114,-0.978,-0.788,1013.20,0.45,8123,1,34.001041,-81.000833,22D2
695,69500,DESCENT,-0.011,-0.011,0.814,-1.068,-0.973,-0.788,1013.21,0.32,8122,1,34.001042,-81.000834,549C
696,69600,DESCENT,-0.025,-0.004,0.823,-1.053,-1.032,-0.752,1013.23,0.20,8122,1,34.001044,-81.000835,DD04
697,69700,DESCENT,-0.021,-0.005,0.815,-1.005,-0.981,-0.789,1013.24,0.11,8122,1,34.001045,-81.000836,3B67
698,69800,DESCENT,-0.019,-0.012,0.813,-1.015,-1.033,-0.778,1013.24,0.05,8121,1,34.001047,-81.000838,5D8F
699,69900,DESCENT,-0.012,-0.015,0.841,-0.941,-1.005,-0.747,1013.25,0.01,8121,1,34.001049,-81.000839,A925
700,70000,LANDED,-0.020,-0.011,0.977,-0.888,-1.065,-0.787,1013.25,0.00,8120,1,34.001050,-81.000840,2A3F
701,70100,LANDED,-0.018,-0.011,1.005,-0.866,-1.116,-0.731,1013.25,0.00,8120,1,34.001052,-81.000841,C51E
702,70200,LANDED,-0.010,0.001,0.978,-0.806,-1.125,-0.728,1013.25,0.00,8120,1,34.001053,-81.000842,AB6F
703,70300,LANDED,-0.015,-0.000,1.000,-0.770,-1.066,-0.725,1013.25,0.00,8119,1,34.001055,-81.000844,510A
704,70400,LANDED,0.002,0.002,0.982,-0.697,-1.093,-0.750,1013.25,0.00,8119,1,34.001056,-81.000845,B63B
705,70500,LANDED,-0.005,0.003,0.993,-0.707,-1.097,-0.712,1013.25,0.00,8118,1,34.001058,-81.000846,5220
706,70600,LANDED,0.002,0.004,1.005,-0.627,-1.123,-0.740,1013.25,0.00,8118,1,34.001059,-81.000847,F0F7
707,70700,LANDED,0.004,-0.000,0.977,-0.531,-1.061,-0.745,1013.25,0.00,8118,1,34.001061,-81.000848,0FF3
708,70800,LANDED,0.009,-0.000,1.023,-0.492,-1.065,-0.701,1013.25,0.00,8117,1,34.001062,-81.000850,150A
709,70900,LANDED,0.002,-0.001,0.978,-0.459,-1.066,-0.689,1013.25,0.00,8117,1,34.001064,-81.000851,14A3
710,71000,LANDED,0.006,0.007,0.992,-0.414,-1.069,-0.719,1013.25,0.00,8116,1,34.001065,-81.000852,7660
711,71100,LANDED,0.001,0.006,0.978,-0.409,-1.089,-0.678,1013.25,0.00,8116,1,34.001067,-81.000853,B30C
712,71200,LANDED,0.002,-0.002,1.019,-0.316,-1.100,-0.743,1013.25,0.00,8116,1,34.001068,-81.000854,CCA4
713,71300,LANDED,0.012,0.013,0.991,-0.295,-1.030,-0.678,1013.25,0.00,8115,1,34.001069,-81.000856,2DA3
714,71400,LANDED,0.019,0.009,1.007,-0.208,-1.031,-0.654,1013.25,0.00,8115,1,34.001071,-81.000857,B7DC
715,71500,LANDED,0.012,-0.000,1.024,-0.181,-1.007,-0.662,1013.25,0.00,8114,1,34.001072,-81.000858,A195
716,71600,LANDED,0.005,0.013,0.995,-0.131,-1.007,-0.691,1013.25,0.00,8114,1,34.001074,-81.000859,C646
717,71700,LANDED,0.023,0.018,1.011,-0.072,-0.992,-0.660,1013.25,0.00,8114,1,34.001075,-81.000860,F18E
718,71800,LANDED,0.007,0.019,0.999,-0.019,-0.992,-0.662,1013.25,0.00,8113,1,34.001077,-81.000862,671A
719,71900,LANDED,0.014,0.009,1.002,0.084,-0.960,-0.583,1013.25,0.00,8113,1,34.001078,-81.000863,A36B
720,72000,LANDED,0.009,0.008,1.022,0.116,-0.969,-0.576,1013.25,0.00,8112,1,34.001080,-81.000864,E537
721,72100,LANDED,0.019,0.012,0.980,0.178,-0.895,-0.539,1013.25,0.00,8112,1,34.001081,-81.000865,C13C
722,72200,LANDED,0.014,0.023,0.978,0.197,-0.861,-0.560,1013.25,0.00,8112,1,34.001083,-81.000866,9CF8
723,72300,LANDED,0.017,0.006,1.025,0.304,-0.895,-0.609,1013.25,0.00,8111,1,34.001084,-81.000868,13FE
724,72400,LANDED,0.023,0.011,1.011,0.285,-0.812,-0.534,1013.25,0.00,8111,1,34.001086,-81.000869,90B2
725,72500,LANDED,0.010,0.016,0.982,0.363,-0.809,-0.553,1013.25,0.00,8110,1,34.001087,-81.000870,C0FA
726,72600,LANDED,0.012,0.013,1.004,0.441,-0.802,-0.492,1013.25,0.00,8110,1,34.001089,-81.000871,740B
727,72700,LANDED,0.012,0.013,0.995,0.501,-0.718,-0.466,1013.25,0.00,8110,1,34.001090,-81.000872,A804
728,72800,LANDED,0.022,0.015,0.999,0.463,-0.733,-0.475,1013.25,0.00,8109,1,34.001092,-81.000874,F508
729,72900,LANDED,0.018,0.013,0.987,0.510,-0.710,-0.480,1013.25,0.00,8109,1,34.001094,-81.000875,86AA
730,73000,LANDED,0.020,0.018,0.979,0.564,-0.672,-0.409,1013.25,0.00,8108,1,34.001095,-81.000876,2819
731,73100,LANDED,0.010,0.016,1.001,0.624,-0.604,-0.397,1013.25,0.00,8108,1,34.001097,-81.000877,2152
732,73200,LANDED,0.026,0.023,0.979,0.701,-0.609,-0.417,1013.25,0.00,8108,1,34.001098,-81.000878,F136
733,73300,LANDED,0.014,0.013,1.008,0.774,-0.531,-0.428,1013.25,0.00,8107,1,34.001100,-81.000880,9C2B
734,73400,LANDED,0.018,0.023,1.019,0.757,-0.548,-0.402,1013.25,0.00,8107,1,34.001101,-81.000881,9E88
735,73500,LANDED,0.018,0.022,1.018,0.869,-0.430,-0.334,1013.25,0.00,8106,1,34.001103,-81.000882,7D06
736,73600,LANDED,0.016,0.009,1.001,0.901,-0.397,-0.351,1013.25,0.00,8106,1,34.001104,-81.000883,2D74
737,73700,LANDED,0.006,0.018,1.023,0.965,-0.356,-0.356,1013.25,0.00,8106,1,34.001106,-81.000884,9BA4
738,73800,LANDED,0.015,0.024,0.982,0.998,-0.337,-0.327,1013.25,0.00,8105,1,34.001107,-81.000886,13BE
739,73900,LANDED,0.001,0.009,1.022,1.052,-0.308,-0.314,1013.25,0.00,8105,1,34.001109,-81.000887,4374
740,74000,LANDED,0.002,0.025,0.994,1.047,-0.305,-0.304,1013.25,0.00,8104,1,34.001110,-81.000888,4B62
741,74100,LANDED,0.015,0.014,1.022,1.105,-0.202,-0.255,1013.25,0.00,8104,1,34.001112,-81.000889,F51F
742,74200,LANDED,0.015,0.019,0.995,1.155,-0.176,-0.264,1013.25,0.00,8104,1,34.001113,-81.000890,0E9E
743,74300,LANDED,0.005,0.005,1.023,1.113,-0.090,-0.245,1013.25,0.00,8103,1,34.001114,-81.000892,AB3E
744,74400,LANDED,0.005,0.024,0.981,1.217,-0.128,-0.180,1013.25,0.00,8103,1,34.001116,-81.000893,4827
745,74500,LANDED,0.006,0.007,0.976,1.231,-0.045,-0.165,1013.25,0.00,8102,1,34.001117,-81.000894,794D
746,74600,LANDED,-0.007,0.007,1.005,1.277,0.040,-0.169,1013.25,0.00,8102,1,34.001119,-81.000895,EA17
747,74700,LANDED,-0.006,0.008,0.992,1.309,0.021,-0.114,1013.25,0.00,8102,1,34.001120,-81.000896,AFAC
748,74800,LANDED,-0.011,0.018,0.988,1.266,0.117,-0.090,1013.25,0.00,8101,1,34.001122,-81.000898,290F
749,74900,LANDED,-0.009,0.006,1.011,1.301,0.147,-0.069,1013.25,0.00,8101,1,34.001123,-81.000899,1136
750,75000,LANDED,0.003,0.010,1.013,1.383,0.126,-0.098,1013.25,0.00,8100,1,34.001125,-81.000900,DB27
751,75100,LANDED,-0.013,0.008,0.983,1.402,0.250,-0.106,1013.25,0.00,8100,1,34.001126,-81.000901,B021
752,75200,LANDED,-0.010,0.015,0.989,1.390,0.239,-0.031,1013.25,0.00,8100,1,34.001128,-81.000902,F754
753,75300,LANDED,-0.004,0.016,0.988,1.366,0.345,0.010,1013.25,0.00,8099,1,34.001129,-81.000904,3A4F
754,75400,LANDED,-0.019,-0.001,0.988,1.380,0.323,-0.033,1013.25,0.00,8099,1,34.001131,-81.000905,EA49
755,75500,LANDED,-0.016,0.013,1.014,1.436,0.370,-0.022,1013.25,0.00,8098,1,34.001132,-81.000906,A46D
756,75600,LANDED,-0.017,-0.001,1.005,1.422,0.390,0.074,1013.25,0.00,8098,1,34.001134,-81.000907,71D9
757,75700,LANDED,-0.010,-0.002,1.002,1.481,0.451,0.048,1013.25,0.00,8098,1,34.001135,-81.000908,DDA5
758,75800,LANDED,-0.024,-0.008,1.006,1.479,0.513,0.117,1013.25,0.00,8097,1,34.001137,-81.000910,C30A
759,75900,LANDED,-0.011,0.003,1.018,1.492,0.555,0.120,1013.25,0.00,8097,1,34.001139,-81.000911,E2CB
760,76000,LANDED,-0.020,0.005,1.019,1.541,0.547,0.086,1013.25,0.00,8096,1,34.001140,-81.000912,210A
761,76100,LANDED,-0.021,-0.009,0.975,1.463,0.578,0.103,1013.25,0.00,8096,1,34.001142,-81.000913,DCE4
762,76200,LANDED,-0.015,0.002,1.020,1.471,0.613,0.162,1013.25,0.00,8096,1,34.001143,-81.000914,2A5E
763,76300,LANDED,-0.021,-0.000,0.978,1.531,0.705,0.147,1013.25,0.00,8095,1,34.001145,-81.000916,9226
764,76400,LANDED,-0.027,0.003,0.996,1.500,0.765,0.224,1013.25,0.00,8095,1,34.001146,-81.000917,8C7F
765,76500,LANDED,-0.011,-0.014,1.013,1.534,0.769,0.171,1013.25,0.00,8094,1,34.001148,-81.000918,EE01
766,76600,LANDED,-0.022,0.002,0.975,1.462,0.780,0.243,1013.25,0.00,8094,1,34.001149,-81.000919,7F79
767,76700,LANDED,-0.011,-0.011,0.987,1.489,0.776,0.265,1013.25,0.00,8094,1,34.001151,-81.000920,6799
768,76800,LANDED,-0.029,-0.004,0.981,1.441,0.890,0.301,1013.25,0.00,8093,1,34.001152,-81.000922,BB32
769,76900,LANDED,-0.022,-0.012,1.009,1.502,0.879,0.308,1013.25,0.00,8093,1,34.001154,-81.000923,2D4D
770,77000,LANDED,-0.025,-0.012,1.015,1.410,0.849,0.356,1013.25,0.00,8092,1,34.001155,-81.000924,E2E0
771,77100,LANDED,-0.014,-0.012,1.007,1.485,0.897,0.359,1013.25,0.00,8092,1,34.001157,-81.000925,D8F3
772,77200,LANDED,-0.022,-0.009,1.003,1.475,0.950,0.367,1013.25,0.00,8092,1,34.001158,-81.000926,8409
773,77300,LANDED,-0.016,-0.011,0.999,1.398,0.942,0.378,1013.25,0.00,8091,1,34.001159,-81.000928,ECFB
774,77400,LANDED,-0.011,-0.016,0.996,1.419,0.995,0.356,1013.25,0.00,8091,1,34.001161,-81.000929,94B1
775,77500,LANDED,-0.016,-0.006,1.002,1.367,1.000,0.443,1013.25,0.00,8090,1,34.001162,-81.000930,7C05
776,77600,LANDED,-0.023,-0.019,0.999,1.317,1.059,0.409,1013.25,0.00,8090,1,34.001164,-81.000931,B91D
777,77700,LANDED,-0.003,-0.008,1.014,1.337,1.066,0.426,1013.25,0.00,8090,1,34.001165,-81.000932,4C20
778,77800,LANDED,-0.007,-0.011,1.007,1.308,1.082,0.451,1013.25,0.00,8089,1,34.001167,-81.000934,EF9F
779,77900,LANDED,-0.006,-0.011,0.983,1.302,1.100,0.483,1013.25,0.00,8089,1,34.001168,-81.000935,0482
780,78000,LANDED,0.002,-0.018,0.996,1.241,1.119,0.436,1013.25,0.00,8088,1,34.001170,-81.000936,73BF
781,78100,LANDED,-0.011,-0.021,1.019,1.190,1.118,0.487,1013.25,0.00,8088,1,34.001171,-81.000937,F909
782,78200,LANDED,-0.003,-0.014,0.976,1.161,1.124,0.536,1013.25,0.00,8088,1,34.001173,-81.000938,83B9
783,78300,LANDED,0.001,-0.009,1.004,1.163,1.127,0.487,1013.25,0.00,8087,1,34.001174,-81.000940,6122
784,78400,LANDED,-0.008,-0.024,1.006,1.079,1.128,0.526,1013.25,0.00,8087,1,34.001176,-81.000941,3FA5
785,78500,LANDED,-0.001,-0.016,1.020,1.099,1.138,0.520,1013.25,0.00,8086,1,34.001177,-81.000942,4092
786,78600,LANDED,0.006,-0.012,1.001,0.989,1.086,0.615,1013.25,0.00,8086,1,34.001179,-81.000943,5620
787,78700,LANDED,-0.004,-0.010,1.007,1.008,1.095,0.624,1013.25,0.00,8086,1,34.001180,-81.000944,3144
788,78800,LANDED,-0.005,-0.023,0.977,0.914,1.080,0.640,1013.25,0.00,8085,1,34.001182,-81.000946,2392
789,78900,LANDED,0.012,-0.009,1.012,0.955,1.134,0.631,1013.25,0.00,8085,1,34.001184,-81.000947,DFCB
790,79000,LANDED,0.001,-0.018,1.022,0.925,1.054,0.654,1013.25,0.00,8084,1,34.001185,-81.000948,7C30
791,79100,LANDED,0.016,-0.012,1.021,0.809,1.038,0.647,1013.25,0.00,8084,1,34.001187,-81.000949,8144
792,79200,LANDED,0.019,-0.013,1.024,0.823,1.068,0.602,1013.25,0.00,8084,1,34.001188,-81.000950,BEC6
793,79300,LANDED,0.003,-0.016,1.012,0.775,1.050,0.640,1013.25,0.00,8083,1,34.001190,-81.000952,7B28
794,79400,LANDED,0.012,-0.008,1.006,0.718,0.992,0.680,1013.25,0.00,8083,1,34.001191,-81.000953,3DAF
795,79500,LANDED,0.013,-0.012,0.985,0.665,1.057,0.727,1013.25,0.00,8082,1,34.001193,-81.000954,823A
796,79600,LANDED,0.019,-0.017,0.997,0.626,0.991,0.708,1013.25,0.00,8082,1,34.001194,-81.000955,2C6A
797,79700,LANDED,0.008,-0.019,0.978,0.513,0.987,0.748,1013.25,0.00,8082,1,34.001196,-81.000956,66A6
798,79800,LANDED,0.018,-0.014,1.016,0.550,0.921,0.667,1013.25,0.00,8081,1,34.001197,-81.000958,0B55
799,79900,LANDED,0.027,-0.020,0.995,0.467,0.940,0.758,1013.25,0.00,8081,1,34.001199,-81.000959,9B4F
800,80000,LANDED,0.021,-0.005,0.986,0.424,0.960,0.716,1013.25,0.00,8080,1,34.001200,-81.000960,E7C2
801,80100,LANDED,0.013,-0.002,1.014,0.311,0.868,0.763,1013.25,0.00,8080,1,34.001202,-81.000961,5367
802,80200,LANDED,0.020,-0.013,0.991,0.336,0.823,0.787,1013.25,0.00,8080,1,34.001203,-81.000962,A084
803,80300,LANDED,0.019,-0.001,0.978,0.241,0.850,0.802,1013.25,0.00,8079,1,34.001205,-81.000964,BFD6
804,80400,LANDED,0.011,-0.000,0.983,0.190,0.803,0.738,1013.25,0.00,8079,1,34.001206,-81.000965,FE8C
805,80500,LANDED,0.027,-0.005,1.002,0.189,0.818,0.815,1013.25,0.00,8078,1,34.001207,-81.000966,C67D
806,80600,LANDED,0.021,-0.006,1.017,0.116,0.772,0.821,1013.25,0.00,8078,1,34.001209,-81.000967,ECC1
807,80700,LANDED,0.023,-0.007,1.000,0.059,0.696,0.792,1013.25,0.00,8078,1,34.001210,-81.000968,669E
808,80800,LANDED,0.020,-0.000,0.976,-0.041,0.700,0.766,1013.25,0.00,8077,1,34.001212,-81.000970,A890
809,80900,LANDED,0.018,-0.007,0.985,-0.056,0.651,0.778,1013.25,0.00,8077,1,34.001213,-81.000971,41BA
810,81000,LANDED,0.019,0.003,0.997,-0.092,0.584,0.740,1013.25,0.00,8076,1,34.001215,-81.000972,05AE
811,81100,LANDED,0.022,0.008,1.014,-0.120,0.545,0.742,1013.25,0.00,8076,1,34.001216,-81.000973,CD2D
812,81200,LANDED,0.016,-0.008,0.977,-0.184,0.530,0.751,1013.25,0.00,8076,1,34.001218,-81.000974,EE2D
813,81300,LANDED,0.010,0.007,1.003,-0.256,0.541,0.761,1013.25,0.00,8075,1,34.001219,-81.000976,55F7
814,81400,LANDED,0.021,0.009,0.987,-0.348,0.486,0.800,1013.25,0.00,8075,1,34.001221,-81.000977,D812
815,81500,LANDED,0.013,0.004,1.017,-0.411,0.432,0.840,1013.25,0.00,8074,1,34.001222,-81.000978,F723
816,81600,LANDED,0.013,0.007,0.982,-0.404,0.405,0.812,1013.25,0.00,8074,1,34.001224,-81.000979,D90F
817,81700,LANDED,0.019,0.004,1.006,-0.478,0.376,0.788,1013.25,0.00,8074,1,34.001225,-81.000980,4FEA
818,81800,LANDED,0.001,-0.001,1.025,-0.544,0.259,0.788,1013.25,0.00,8073,1,34.001227,-81.000982,F2E7
819,81900,LANDED,0.004,0.001,0.993,-0.591,0.260,0.752,1013.25,0.00,8073,1,34.001229,-81.000983,1A2D
820,82000,LANDED,-0.002,0.012,0.977,-0.598,0.221,0.774,1013.25,0.00,8072,1,34.001230,-81.000984,4962
821,82100,LANDED,0.012,0.017,1.006,-0.705,0.168,0.748,1013.25,0.00,8072,1,34.001232,-81.000985,2003
822,82200,LANDED,0.006,0.003,1.001,-0.752,0.083,0.828,1013.25,0.00,8072,1,34.001233,-81.000986,579F
823,82300,LANDED,0.004,0.003,0.979,-0.733,0.068,0.759,1013.25,0.00,8071,1,34.001235,-81.000988,BE7C
824,82400,LANDED,-0.001,0.020,1.024,-0.795,0.010,0.815,1013.25,0.00,8071,1,34.001236,-81.000989,3E07
825,82500,LANDED,-0.007,0.018,1.012,-0.809,-0.023,0.781,1013.25,0.00,8070,1,34.001238,-81.000990,13D7
826,82600,LANDED,-0.004,0.012,0.976,-0.915,-0.047,0.760,1013.25,0.00,8070,1,34.001239,-81.000991,2AF2
827,82700,LANDED,-0.001,0.024,1.006,-0.889,-0.145,0.737,1013.25,0.00,8070,1,34.001241,-81.000992,D315
828,82800,LANDED,0.003,0.025,0.984,-0.985,-0.173,0.801,1013.25,0.00,8069,1,34.001242,-81.000994,533B
829,82900,LANDED,-0.002,0.023,1.008,-0.981,-0.216,0.714,1013.25,0.00,8069,1,34.001244,-81.000995,F171
830,83000,LANDED,-0.015,0.024,1.005,-1.004,-0.205,0.801,1013.25,0.00,8068,1,34.001245,-81.000996,0217
831,83100,LANDED,-0.012,0.015,0.981,-1.072,-0.323,0.701,1013.25,0.00,8068,1,34.001247,-81.000997,9EFF
832,83200,LANDED,-0.013,0.019,1.022,-1.100,-0.334,0.730,1013.25,0.00,8068,1,34.001248,-81.000998,73C5
833,83300,LANDED,-0.006,0.020,1.017,-1.109,-0.371,0.712,1013.25,0.00,8067,1,34.001250,-81.001000,4AB8
834,83400,LANDED,-0.014,0.023,1.018,-1.215,-0.398,0.730,1013.25,0.00,8067,1,34.001251,-81.001001,18E9
835,83500,LANDED,-0.006,0.011,0.985,-1.215,-0.426,0.687,1013.25,0.00,8066,1,34.001252,-81.001002,DCA3
836,83600,LANDED,-0.010,0.010,0.994,-1.287,-0.441,0.711,1013.25,0.00,8066,1,34.001254,-81.001003,2764
837,83700,LANDED,-0.014,0.020,0.980,-1.255,-0.546,0.706,1013.25,0.00,8066,1,34.001255,-81.001004,10CE
